title,ano,source,selection_criteria,status,comments,Tecnologia do display,Tecnologia do input,Tipo de interação,Suporte à colaboração,Usa modelo com nome?,Tamanho da mesa,doi
HDCMD: A Clustering Algorithm to Support Hand Detection on Multitouch Displays,2013,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Heuristics for the Development and Evaluation of Educational Robotics Systems,2019,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
HI Applications for ADHD Children: A Case for Enhanced Visual Representations Using Novel and Adapted Guidelines,2023,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Hidden Details of Negotiation: The Mechanics of Reality-Based Collaboration in Information Seeking,2011,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
"Hidden Markov Model based gesture recognition on low-cost, low-power Tangible User Interfaces",2009,Science@Direct,Articles that omits the tabletop technique,Rejected,,,,,,,,
Hidden Markov Models Implementation for Tangible Interfaces,2009,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
High-Resolution Interactive Displays,2010,Springer Link,Articles that omits the tabletop technique,Rejected,É um estudo sobre diferentes formas de alcançar display de alta resolução para tabletops na época.,,,,,,,
Highlighting tools and technologies for collaborative learning,2019,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Horizontal Interactive Surfaces in Distributed Assemblies,2010,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
HotFlex: Post-print Customization of 3D Prints Using Embedded State Change,2016,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
How HCI concepts are used in articles featuring interactive digital arts: a literature review.,2024,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
"How people use orientation on tables: comprehension, coordination and communication",2003,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
How to Make Tangible Games and Not Die in the Attempt,2013,Springer Link,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
"Human - Computer Interaction: IEEE International Workshop, HCI 2007 Proceedings",2007,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Human Factors Engineering in Interactive Urban Planning Decision Support Systems,2014,Scopus,Articles that omits the tabletop technique,Rejected,,,,,,,,
Human Sensing for Tabletop Entertainment System,2014,Springer Link,Articles that omits the tabletop technique,Rejected,"Da muitos detalhes sobre as outras questões, mas não tem informação suficiente sobre o display, o que poderia impactar na conclusão final",,,,,,,
Human Touch in Digital Experiences,2016,IEEE Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Human-Computer Intelligent Interaction: A Survey,2007,Springer Link,,Rejected,,,,,,,,
Human-Computer Interaction: Influences on Autistic Users,2021,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
"Human-Computer Interaction: Interaction Platforms and Techniques - 12th International Conference, HCI International 2007, Proceedings",2007,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Hybrid Games: Designing Tangible Interfaces for Very Young Children and Children with Special Needs,2015,Springer Link,Study was not about digital tabletops,Rejected,display vertical,,,,,,,
Hybrid Settlers - Integrating Dynamic Tiles into a Physical Board Game using Electrochromic Displays,2020,ACM Digital Library,Study was not about digital tabletops,Rejected,Display analogico,,,,,,,
I will Help You Pass the Puzzle Piece to Your Partner if This is What You Want Me to: The Design of Collaborative Puzzle Games to Train Chinese Children with Autism Spectrum Disorder Joint Attention Skills,2016,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
I-Grabber: Expanding physical reach in a large-display tabletop environment through the use of a virtual grabber,2009,Scopus,Articles that omits the tabletop technique,Rejected,,,,,,,,
IAMHear: a tabletop interface with smart mobile devices using acoustic location,2013,ACM Digital Library,Study was not about digital tabletops,Rejected,"Muito não ortodoxa, usa vários celulares pra interface.",,,,,,,
IDC '23: Proceedings of the 22nd Annual ACM Interaction Design and Children Conference,2023,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
IHC '23: Proceedings of the XXII Brazilian Symposium on Human Factors in Computing Systems,2023,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
IHC '24: Proceedings of the XXIII Brazilian Symposium on Human Factors in Computing Systems,2024,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Illustrating Robot Movements,2023,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
ImageSense: An Intelligent Collaborative Ideation Tool to Support Diverse Human-Computer Partnerships,2020,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Immediate usability: a case study of public access design for a community photo library,2004,Science@Direct,Study was not about digital tabletops,Rejected,,,,,,,,
"Impact of different interaction protocols on group communication, satisfaction and learning outcomes of primary school children when using multitouch tabletops",2020,Science@Direct,Articles that omits the tabletop technique,Rejected,,,,,,,,
Improved Background Removal through Polarisation in Vision-Based Tabletop Interface,2007,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Improving awareness of automated actions using an interactive event timeline,2013,Scopus,Study was not about digital tabletops,Rejected,,,,,,,,
Improving awareness of automated actions within digital tabletops,2012,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Improving social presence in human-agent interaction,2014,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
IMX '24: Proceedings of the 2024 ACM International Conference on Interactive Media Experiences,2024,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
In the Footsteps of Henri Tudor: Creating Batteries on a Tangible Interactive Workbench,2017,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Including Non-autistic Peers in Games Designed for Autistic Socialization,2024,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Individual and Collaborative Personalization in a Science Museum,2014,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
INFEX: A Unifying Framework for Cross-Device Information Exploration and Exchange,2018,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Informing design by recording tangible interaction,2011,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Informing the design of a multisensory learning environment for elementary mathematics learning,2021,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Informing the Design of Direct-Touch Tabletops,2006,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,"É uma survey, não trata sobre nenhuma tabletop em específico",,,,,,,
Innovation in Product Engineering,2016,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Input Visualization: Collecting and Modifying Data with Visual Representations,2024,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Instruments for Spatial Sound Control in Real Time Music Performances. A Review,2016,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Integrating 2D mouse emulation with 3D manipulation for visualizations on a multi-touch table,2010,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Integrating user stories to inspire the co-design of digital futures for cultural heritage,2016,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Intelligent Agents and Networked Buttons Improve Free-Improvised Ensemble Music-Making on Touch-Screens,2016,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Interacting with Rigid and Soft Surfaces for Smart-Home Control,2022,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Interacting with Surface Technologies,2013,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interacting with the digital world through RFID-powered gadgets,2009,IEEE Digital Library,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
Interaction Analysis as a Tool for Supporting Collaboration: An Overview,2011,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Interaction design gone wild: striving for wild theory,2011,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Interaction patterns for assessment of learners in tabletop based collaborative learning environment,2013,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interactive Digital Cardwalls for Agile Software Development,2016,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interactive Displays and Next-Generation Interfaces,2010,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interactive Exploration of Three-Dimensional Scientific Visualizations on Large Display Surfaces,2016,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interactive prototyping of tabletop and surface applications,2013,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interactive Spatial Audio Diffusion: The Pendulum Haptic Interface Prototype,2024,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interactive surfaces and tangibles,2010,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interactive tabletops in education,2011,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interactive technologies for preschool game-based instruction: Experiences and future challenges,2016,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
Interactive technologies that enhance children's creativity,2013,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Interface Currents: Supporting Fluent Collaboration on Tabletop Displays,2005,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Interface currents: supporting fluent face-to-face collaboration,2005,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Intergenerational Playful Experiences Based on Digital Games for Interactive Spaces,2021,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Introducing tangerine: a tangible interactive natural environment,2007,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Introduction,2012,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
"Introduction: A Short History of Tabletop Research, Technologies, and Products",2010,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Investigating attraction and engagement of animation on large interactive walls in public settings,2013,ACM Digital Library,Study was not about digital tabletops,Rejected,Interface e display vertical,,,,,,,
Investigating Communication Grounding in Cross-Surface Interaction,2017,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Investigating multi-user interactions on interactive media fa\c{c}ades,2014,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Investigating the Impact of Data Transfer User Interfaces on Communication Grounding in Cross- Device Environments,2018,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Involving Autistics in User Experience Studies: A Critical Review,2017,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Involving Children in Design Activities Using the ChiCo Exploratory Co-design Technique,2015,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
ISS Companion '23: Companion Proceedings of the 2023 Conference on Interactive Surfaces and Spaces,2023,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
"ITS 2009 - The ACM International Conference on Interactive Tabletops and Surfaces, Proceedings",2009,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
ITS 2012 - Proceedings of the ACM Conference on Interactive Tabletops and Surfaces,2012,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
IUI '24: Proceedings of the 29th International Conference on Intelligent User Interfaces,2024,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
jamSheets: thin interfaces with tunable stiffness enabled by layer jamming,2014,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
JDLED: Towards Visio-Tactile Displays Based on Electrochemical Locomotion of Liquid-Metal Janus Droplets,2017,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Joint Action Storyboards: A Framework for Visualizing Communication Grounding Costs,2021,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
"Joint VR Conference of euroVR and EGVE, 2011 - Current and Future Perspectives of Virtual Reality, Augmented Reality and Mixed Reality: Industrial and Poster Track",2011,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Jokebox: Coordinating Shared Encounters in Public Spaces,2016,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
KaavadBits: Exploring Tangible Interactive Storytelling of Branching Narratives through a Kaavad-inspired Installation,2024,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
"Keeping “InTOUCH”: An Ongoing Co-design Project to Share Memories, Skills and Demands through an Interactive Table",2013,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Kinesthetic pathways: a tabletop visualization to support discovery in systems biology,2011,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Kinetic Blocks: Actuated Constructive Assembly for Interaction and Display,2015,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
KirigamiTable: Designing for Proxemic Transitions with a Shape-Changing Tabletop,2020,ACM Digital Library,Study was not about digital tabletops,Rejected,O protótipo descrito ainda não é interagível,,,,,,,
Knowledge gaps in hands-on tangible interaction research,2012,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Knowledge Net: Fostering Children’s Understanding of Knowledge Representations Through Creative Making and Embodied Interaction in a Museum Exhibit,2024,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Large displays and tablets: data exploration and its effects on data collection,2018,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Laying the table for HCI: uncovering ecologies of domestic food consumption,2012,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Learning for Sustainable Organisational Interoperability,2014,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
LeMo: Exploring Virtual Space for Collaborative Creativity,2019,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Leveraging Mobile Technology to Engage College Students in Scientific Research,2015,ACM Digital Library,,Rejected,Mobile,,,,,,,
LIFELONG INTERACTIONSLet the experts talk: an experience of tangible game design with children,2010,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Lifelong Learner Modeling for Lifelong Personalized Pervasive Learning,2008,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Light on horizontal interactive surfaces: Input space for tabletop computing,2014,Scopus,Articles that omits the tabletop technique,Rejected,,,,,,,,
"LineFORM: Actuated Curve Interfaces for Display, Interaction, and Constraint",2015,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Literature review on wearable systems in upper extremity rehabilitation,2014,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Lo-fi prototyping to design interactive-tabletop applications for children,2010,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Low-fidelity prototyping of gesture-based applications,2011,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Lowering the threshold and raising the ceiling of tangible expressiveness in hybrid board-games,2014,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Ludogenic innovation: How playing incentivizes technological innovation,2025,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
Lumino: tangible blocks for tabletop computers based on glass fiber bundles,2010,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
M.Integrator: a maker’s tool for integrating kinetic mechanisms and sensors,2019,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Magic desk: bringing multi-touch surfaces into desktop work,2011,ACM Digital Library,Interfaces without direct interaction,Rejected,,,,,,,,
Making L2 learners’ reasoning skills visible: The potential of Computer Supported Collaborative Learning Environments,2016,Science@Direct,Articles that omits the tabletop technique,Rejected,,,,,,,,
Many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities,2021,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
MARBOWL: increasing the fun experience of shooting marbles,2011,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
MasePlanner: A Card-Based Distributed Planning Tool for Agile Teams,2006,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Mechanisms for collaboration: A design and evaluation framework for multi-user interfaces,2012,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Met\'{a}foras de Perspectivas Culturais na (re) defini\c{c}\~{a}o de padr\~{o}es de colabora\c{c}\~{a}o de um jogo de multi-toque para usu\'{a}rios com autismo,2013,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Methodologies and Evaluation Tools Used in Tangible User Interfaces: A Systematic Literature Review,2018,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Metisse is not a 3D desktop!,2005,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Mindtrek '23: Proceedings of the 26th International Academic Mindtrek Conference,2023,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
miniStudio: Designers' Tool for Prototyping Ubicomp Space with Interactive Miniature,2016,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
MirrorForge: Rapid Prototyping of Complex Mirrors for Camera and Projector Systems,2022,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Mirrortablet: exploring a low-cost mobile system for capturing unmediated hand gestures in remote collaboration,2017,ACM Digital Library,Study was not about digital tabletops,Rejected,Não é de tabletop,,,,,,,
Mobile Application for Impedance-Based Biomimetic Sensor Readout,2013,IEEE Digital Library,Study was not about digital tabletops,Rejected,mobile,,,,,,,
Mobile-based tangible interaction techniques for shared displays,2014,ACM Digital Library,Study was not about digital tabletops,Rejected,Focado em mobile,,,,,,,
Modding Tabletop Games for Education,2019,Springer Link,Study was not about digital tabletops,Rejected,Não é sobre tabletop digital,,,,,,,
Modeling on the table: agent-based modeling in elementary school with NetTango,2011,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Modeling the perception of user performance,2014,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Modelling Symmetry of Activity as an Indicator of Collocated Group Collaboration,2011,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
More Playful User Interfaces: An Introduction,2015,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Motiis: Fostering Parents’ Awareness of their Adolescents Emotional Experiences during Gaming,2020,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Motivational and Behavioral Differences Between Traditional and Digital Tabletop Games,2021,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Moving Tangible Interaction Systems to the Next Level,2013,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
MR Environments Constructed for a Large Indoor Physical Space,2020,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
MTMR: A conceptual interior design framework integrating Mixed Reality with the Multi-Touch tabletop interface,2010,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,Omite como funciona o display e como o input é detectado,,,,,,,
MuC '22: Proceedings of Mensch und Computer 2022,2022,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
MulseBox: new multisensory interaction device,2019,ACM Digital Library,The study was not written in English,Rejected,Ta em frances,,,,,,,
Multi Surface Interactions with Geospatial Data: A Systematic Review,2014,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Multi-perspective multi-layer interaction on mobile device,2013,ACM Digital Library,Study was not about digital tabletops,Rejected,É sobre dispositivos móveis,,,,,,,
Multi-pointer and collaborative system for mobile devices,2010,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Multi-touch authentication on tabletops,2010,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Multi-user tangible interfaces for effective decision-making in disaster management,2008,Springer Link,Articles that omits the tabletop technique,Rejected,"Artigo menciona a ""nova tecnologia"" que estava surgindo na época (Multi-User Tangible Tabletop Interface), menciona Microsoft Surface e DiamondTouch, faz uma pesquisa sobre como essa tecnologia pode ser aplicada pra controle de desastres. Mas não chega a usar nenhuma mesa específica.",,,,,,,
Multitouch NetLogo for Museum Interactive Game,2018,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Multitouch tablet applications and activities to enhance the social skills of children with autism spectrum disorders,2011,Springer Link,Study was not about digital tabletops,Rejected,"É sobre tablet apps, não tabletop apps",,,,,,,
Multitouch Tabletop Technology for People with Autism Spectrum Disorder: A Review of the Literature,2012,Science@Direct,Articles that omits the tabletop technique,Rejected,,,,,,,,
MUM '22: Proceedings of the 21st International Conference on Mobile and Ubiquitous Multimedia,2022,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
MUM '24: Proceedings of the International Conference on Mobile and Ubiquitous Multimedia,2024,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Munin: A Peer-to-Peer Middleware for Ubiquitous Analytics and Visualization Spaces,2015,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Muscle-plotter: An Interactive System based on Electrical Muscle Stimulation that Produces Spatial Output,2016,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Music Tangible User Interfaces and Vulnerable Users: State of the Art and Experimentation,2023,Springer Link,Study was not about digital tabletops,Rejected,Display vertical,,,,,,,
Music-Making and Musical Comprehension with Robotic Building Blocks,2009,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Musical Drawing in 2D and 3D: Dimensions and Perspectives,2024,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
"My Tablet Is Moving Around, Can I Touch It?",2017,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Narrative Entertainment System with Tabletop Interface,2010,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Natural Human–Computer Interaction,2010,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Natural Interaction,2009,Springer Link,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
NatureNet: a model for crowdsourcing the design of citizen science systems,2014,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Navigating Failure in a Museum-Based Videogame: Convergent and Divergent Mechanisms of Collaboration as Potential Levers for Informal Learning About Climate Change,2024,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Networks of innovation: the sociotechnical assemblage of tabletop computing,2019,Science@Direct,Articles that omits the tabletop technique,Rejected,,,,,,,,
News,2008,IEEE Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Not Just for Girls: Encouraging Cross-Gender Role Play and Reducing Gender Stereotypes with a Strategy Game,2019,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Novel interaction techniques using touch-sensitive tangibles in tabletop environments,2012,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
NowAndThen: a social network-based photo recommendation tool supporting reminiscence,2016,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
OA-graphs: orientation agnostic graphs for improving the legibility of charts on horizontal displays,2010,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Observing Hand Placement and Measurement on a Tabletop Using a Depth Camera,2015,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Occupational Therapy Interventions Using New Technologies in Children and Adolescents with Autism Spectrum Disorder: A Scoping Review,2022,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
"On Feelings of Comfort, Motivation and Joy that GUI and TUI Evoke",2014,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
On SPAWC: Discussion on a Musical Signal Parser and Well-Formed Composer,2009,IEEE Digital Library,Study was not about digital tabletops,Rejected,Não é um tabletop,,,,,,,
On the Interoperability Contributions of S-BPM,2014,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
"On-the-fly Prototyping: Designing, Testing, and Evolving an Interactive Public Installation in Loco",2017,ACM Digital Library,Study was not about digital tabletops,Rejected,Não eh sobre tabletop,,,,,,,
Online Treatment and Virtual Therapists in Child and Adolescent Psychiatry,2017,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletops,,,,,,,
Optical Design of Tabletop Displays and Interactive Applications,2010,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
ORbox: design of a mobile intelligent surface for small object recognition,2017,ACM Digital Library,Study was not about digital tabletops,Rejected,Não tem um display,,,,,,,
Orchestrating tangible music interfaces for in-classroom music learning through a fairy tale: The case of ImproviSchool,2017,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Outage on the table: the design of interactive surfaces for collaborative operation in outage control centres,2011,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Paper Metaphor for Tabletop Interaction Design,2007,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Paper vs. tablets: the effect of document media in co-located collaborative work,2014,ACM Digital Library,,Rejected,Foco em mobile,,,,,,,
Paper-digital meeting support and review,2010,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
PAR: A Collaborative Game for Multitouch Tabletop to Support Social Interaction of Users with Autism,2014,Science@Direct,Articles that omits the tabletop technique,Rejected,,,,,,,,
Paradigms of games research in HCI: a review of 10 years of research at CHI,2014,ACM Digital Library,,Rejected,,,,,,,,
Parameterization of sharable display area to reproduce appropriate glasses-free tabletop 3-D images,2012,IEEE Digital Library,Interfaces without direct interaction,Rejected,Não tem como interagir com essa tabletop,,,,,,,
Paraplay: Exploring Playfulness Around Physical Console Gaming,2013,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Participatory Design of an Embodied Mixed Reality Experience Aimed to Assessing Individual and Collaborative Behaviors of Children,2024,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Participatory Design of Technology for Inclusive Education: A Case Study,2017,Springer Link,Study was not about digital tabletops,Rejected,n tem display,,,,,,,
Passive Profiling and Natural Interaction Metaphors for Personalized Multimedia Museum Experiences,2013,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Peacemaking Affordances of Shareable Interfaces: A Provocative Essay on Using Technology for Social Change,2017,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Performance and Ergonomics of Touch Surfaces: A Comparative Study using Biomechanical Simulation,2015,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Personalized multimedia content delivery on an interactive table by passive observation of museum visitors,2014,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
PETRA '23: Proceedings of the 16th International Conference on PErvasive Technologies Related to Assistive Environments,2023,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Photo mementos: Designing digital media to represent ourselves at home,2014,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
Phybots: a toolkit for making robotic things,2012,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Physical Versus Digital Sticky Notes in Collaborative Ideation,2018,Springer Link,Study was not about digital tabletops,Rejected,"Usa uma Microsoft Surface Hub, que é um digital whiteboard, não um tabletop",,,,,,,
Pivoting to Land Co-Creative AI Tools in Newsrooms,2025,Springer Link,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
Playful Interfaces: Introduction and History,2014,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Playing with Persiflage: The Impact of Free-Form Dialogue on the Play of Computer Role Playing Games,2019,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Poker surface: combining a multi-touch table and mobile phones in interactive card games,2009,ACM Digital Library,Articles that omits the tabletop technique,Rejected,Só fala que é multi-touch,,,,,,,
Potentials of the Tangible User Interface (TUI) in Enhancing Inclusion of People with Special Needs in the ICT-Assisted Learning and e-Accessibility,2012,Springer Link,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
PPCards: Toward Enhancing Electronic Prototyping with Editions of a Card-based Platform,2021,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Presence and Communication in Hybrid Virtual and Augmented Reality Environments,2019,IEEE Digital Library,Study was not about digital tabletops,Rejected,Não tem tabletop,,,,,,,
Prevention and mitigation volume introduction,2023,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
