bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,Interactive Digital Cardwalls for Agile Software Development,"Kropp, Martin and Brown, Judith M. and Anslow, Craig and Gossage, Stevenson and Mateescu, Magdalena and Biddle, Robert",,2016,Springer Link,287–318,,None,,10.1007/978-3-319-45853-3_13,http://dx.doi.org/10.1007/978-3-319-45853-3_13,,,,Springer International Publishing,,,,Articles that omits the tabletop technique,45770.6537962963,45777.7801388889,gmfreitas,gmfreitas,Rejected,
,Usage of Interactive Event Timelines in Collaborative Digital Tabletops Involving Automation,"Chang, Y.-L. Betty and Scott, Stacey D. and Hancock, Mark",,2016,Springer Link,203–232,,None,,10.1007/978-3-319-45853-3_10,http://dx.doi.org/10.1007/978-3-319-45853-3_10,,,,Springer International Publishing,,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45796.9255208333,gmfreitas,gmfreitas,Accepted,
,Instruments for Spatial Sound Control in Real Time Music Performances. A Review,"Pysiewicz, Andreas and Weinzierl, Stefan",,2016,Springer Link,273–296,,None,,10.1007/978-981-10-2951-6_18,http://dx.doi.org/10.1007/978-981-10-2951-6_18,,,,Springer Singapore,,,,The digital tabletop interface was not tangible,45770.6537962963,45777.7771990741,gmfreitas,gmfreitas,Rejected,
,The design of smart educational environments,"Gros, Begoña",Smart Learning Environments,2016,Springer Link,,3,None,,10.1186/s40561-016-0039-x,http://dx.doi.org/10.1186/s40561-016-0039-x,,,,Springer Science and Business Media LLC,2196-7091,,,The digital tabletop interface was not tangible,45770.6537962963,45777.7763888889,gmfreitas,gmfreitas,Rejected,
,Towards Geospatial Tangible User Interfaces: An Observational User Study Exploring Geospatial Interactions of the Novice,"Jones, Catherine Emma and Maquil, Valérie",,2016,Springer Link,104–123,,None,,10.1007/978-3-319-29589-3_7,http://dx.doi.org/10.1007/978-3-319-29589-3_7,,,,Springer International Publishing,1865-0937,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45796.922037037,gmfreitas,gmfreitas,Accepted,
,Interactive Exploration of Three-Dimensional Scientific Visualizations on Large Display Surfaces,"Isenberg, Tobias",,2016,Springer Link,97–123,,None,,10.1007/978-3-319-45853-3_6,http://dx.doi.org/10.1007/978-3-319-45853-3_6,,,,Springer International Publishing,,,,Articles that omits the tabletop technique,45770.6537962963,45777.7748726852,gmfreitas,gmfreitas,Rejected,
,On the Integration of Tangible Elements with Multi-touch Surfaces for the Collaborative Creation of Concept Maps,"Salvador-Herranz, Gustavo and Camba, Jorge D. and Naya, Ferran and Contero, Manuel",,2016,Springer Link,177–186,,None,,10.1007/978-3-319-39483-1_17,http://dx.doi.org/10.1007/978-3-319-39483-1_17,,,,Springer International Publishing,1611-3349,,,Study describing digital tabletop techniques,45770.6537962963,45796.9187962963,gmfreitas,gmfreitas,Accepted,
,Tangible Mixed Reality On-Site: Interactive Augmented Visualisations from Architectural Working Models in Urban Design,"Schubert, Gerhard and Schattel, David and Tönnis, Marcus and Klinker, Gudrun and Petzold, Frank",,2015,Springer Link,55–74,,None,,10.1007/978-3-662-47386-3_4,http://dx.doi.org/10.1007/978-3-662-47386-3_4,,,,Springer Berlin Heidelberg,1865-0937,,,Study describing digital tabletop techniques,45770.6537962963,45797.521099537,gmfreitas,gmfreitas,Accepted,
,Tangible Voting: A Technique for Interacting with Group Choices on a Tangible Tabletop,"Maquil, Valérie and Tobias, Eric and Latour, Thibaud",,2015,Springer Link,79–86,,None,,10.1007/978-3-319-22723-8_7,http://dx.doi.org/10.1007/978-3-319-22723-8_7,,,,Springer International Publishing,1611-3349,,,Study describing digital tabletop techniques,45770.6537962963,45797.4938078704,gmfreitas,gmfreitas,Accepted,
,Multi-tabletop System to Support Collaborative Design Assessment,"Luzardo, Gonzalo and Echeverría, Vanessa and Quiñonez, Yadira and Granda, Roger",,2015,Springer Link,271–281,,None,,10.1007/978-3-319-26285-7_23,http://dx.doi.org/10.1007/978-3-319-26285-7_23,,,,Springer International Publishing,2194-5365,,,Study describing digital tabletop techniques,45770.6537962963,45796.9237615741,gmfreitas,gmfreitas,Accepted,
,Hexart: Smart Merged Touch Tables,"Samir, Ahmed and Essam, Alaa and Mohamed, Esraa and Ahmed, Saleh and Zakzouk, Abdallah M. and Attia, Moustafa and Atia, Ayman",,2015,Springer Link,473–484,,None,,10.1007/978-3-319-26690-9_42,http://dx.doi.org/10.1007/978-3-319-26690-9_42,,,,Springer International Publishing,2194-5365,,,Study describing digital tabletop techniques,45770.6537962963,45797.4856828704,gmfreitas,gmfreitas,Accepted,
,RFID interactive tabletop application with tangible objects: exploratory study to observe young children’ behaviors,"Kubicki, Sébastien and Wolff, Marion and Lepreux, Sophie and Kolski, Christophe",Personal and Ubiquitous Computing,2015,Springer Link,1259–1274,19,None,,10.1007/s00779-015-0891-7,http://dx.doi.org/10.1007/s00779-015-0891-7,,,,Springer Science and Business Media LLC,1617-4917,,,Study describing digital tabletop techniques,45770.6537962963,45796.9140856481,gmfreitas,gmfreitas,Accepted,
,Case Study Analysis on Collaborative Problem Solving Using a Tangible Interface,"Anastasiou, Dimitra and Ras, Eric",,2017,Springer Link,11–22,,None,,10.1007/978-3-319-57744-9_2,http://dx.doi.org/10.1007/978-3-319-57744-9_2,,,,Springer International Publishing,1865-0937,,,Articles that omits the tabletop technique,45770.6537962963,45796.8921296296,gmfreitas,gmfreitas,Rejected,
,Technologies for the Design Review Process,"Vishkaie, Rojin and Levy, Richard",,2018,Springer Link,1–9,,None,,10.1007/978-3-319-08234-9_203-1,http://dx.doi.org/10.1007/978-3-319-08234-9_203-1,,,,Springer International Publishing,,,,Articles that omits the tabletop technique,45770.6537962963,45778.4809027778,gmfreitas,gmfreitas,Rejected,
,Modding Tabletop Games for Education,"Abbott, Daisy",,2019,Springer Link,318–329,,None,,10.1007/978-3-030-11548-7_30,http://dx.doi.org/10.1007/978-3-030-11548-7_30,,,,Springer International Publishing,1611-3349,,,The digital tabletop interface was not tangible,45770.6537962963,45777.9321759259,gmfreitas,gmfreitas,Rejected,Não é sobre tabletop digital
,Playing with Persiflage: The Impact of Free-Form Dialogue on the Play of Computer Role Playing Games,"Cheng, Bernard and Graham, T. C. Nicholas",,2019,Springer Link,187–200,,None,,10.1007/978-3-030-34644-7_15,http://dx.doi.org/10.1007/978-3-030-34644-7_15,,,,Springer International Publishing,1611-3349,,,The digital tabletop interface was not tangible,45770.6537962963,45777.9307523148,gmfreitas,gmfreitas,Rejected,
,From Design Fiction to Design Fact: Developing Future User Experiences with Proto-Tools,"Malizia, Alessio and Chamberlain, Alan and Willcock, Ian",,2018,Springer Link,159–168,,None,,10.1007/978-3-319-91238-7_14,http://dx.doi.org/10.1007/978-3-319-91238-7_14,,,,Springer International Publishing,1611-3349,,,The digital tabletop interface was not tangible,45770.6537962963,45777.910625,gmfreitas,gmfreitas,Rejected,
,"Sheets 2, 3 and 4 (The Middle Sheets)","Roberts, Jonathan C. and Headleand, Christopher J. and Ritsos, Panagiotis D.",,2017,Springer Link,245–282,,None,,10.1007/978-3-319-55627-7_9,http://dx.doi.org/10.1007/978-3-319-55627-7_9,,,,Springer International Publishing,,,,The digital tabletop interface was not tangible,45770.6537962963,45777.8880439815,gmfreitas,gmfreitas,Rejected,
,Peacemaking Affordances of Shareable Interfaces: A Provocative Essay on Using Technology for Social Change,"Ioannou, Andri and Antoniou, Chrystalla",,2017,Springer Link,12–21,,None,,10.1007/978-3-319-58509-3_2,http://dx.doi.org/10.1007/978-3-319-58509-3_2,,,,Springer International Publishing,1611-3349,,,Articles that omits the tabletop technique,45770.6537962963,45777.8878356482,gmfreitas,gmfreitas,Rejected,
,Participatory Design of Technology for Inclusive Education: A Case Study,"de Medeiros Braz, Leonara and de Souza Ramos, Eliane and Benedetti, Maria Luisa Pozzebom and Hornung, Heiko",,2017,Springer Link,168–187,,None,,10.1007/978-3-319-58700-4_15,http://dx.doi.org/10.1007/978-3-319-58700-4_15,,,,Springer International Publishing,1611-3349,,,The digital tabletop interface was not tangible,45770.6537962963,45777.8866666667,gmfreitas,gmfreitas,Rejected,n tem display
,Fostering targeted group practices as a Core focus for CSCL task and technology design,"Law, Nancy and Ludvigsen, Sten and Cress, Ulrike and Rose, Carolyn P.",International Journal of Computer-Supported Collaborative Learning,2017,Springer Link,1–7,12,None,,10.1007/s11412-017-9253-y,http://dx.doi.org/10.1007/s11412-017-9253-y,,,,Springer Science and Business Media LLC,1556-1615,,,Articles that omits the tabletop technique,45770.6537962963,45777.88375,gmfreitas,gmfreitas,Rejected,
,Visual Object Interface Signifier of Museum Application for Large Display,"Mohammad Shuhaili, Fasihah and Sulaiman, Suziah and Mahamad, Saipunidzam and Sarlan, Aliza",,2017,Springer Link,582–591,,None,,10.1007/978-3-319-70010-6_54,http://dx.doi.org/10.1007/978-3-319-70010-6_54,,,,Springer International Publishing,1611-3349,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45796.8942013889,gmfreitas,gmfreitas,Accepted,Microsoft SUR40 tabletop
,A framework for the descriptive specification of awareness support in multimodal user interfaces for collaborative activities,"Gallardo, Jesús and Bravo, Crescencio and Molina, Ana Isabel",Journal on Multimodal User Interfaces,2017,Springer Link,145–159,12,None,,10.1007/s12193-017-0255-x,http://dx.doi.org/10.1007/s12193-017-0255-x,,,,Springer Science and Business Media LLC,1783-8738,,,Articles that omits the tabletop technique,45770.6537962963,45777.8826157407,gmfreitas,gmfreitas,Rejected,
,Evaluating the effectiveness of spatial augmented reality in smart manufacturing: a solution for manual working stations,"Uva, Antonio E. and Gattullo, Michele and Manghisi, Vito M. and Spagnulo, Daniele and Cascella, Giuseppe L. and Fiorentino, Michele",The International Journal of Advanced Manufacturing Technology,2017,Springer Link,509–521,94,None,,10.1007/s00170-017-0846-4,http://dx.doi.org/10.1007/s00170-017-0846-4,,,,Springer Science and Business Media LLC,1433-3015,,,Study describing digital tabletop techniques,45770.6537962963,45796.8904976852,gmfreitas,gmfreitas,Accepted,
,Computer Music Languages and Systems: The Synergy Between Technology and Creativity,"Nishino, Hiroki and Nakatsu, Ryohei",,2016,Springer Link,643–691,,None,,10.1007/978-981-4560-50-4_19,http://dx.doi.org/10.1007/978-981-4560-50-4_19,,,,Springer Singapore,,,,The digital tabletop interface was not tangible,45770.6537962963,45777.7721412037,gmfreitas,gmfreitas,Rejected,
,ImmertableApp: Interactive and Tangible Learning Music Environment,"Baldassarri, Sandra and Marco, Javier and Bonillo, Clara and Cerezo, Eva and Beltrán, José Ramón",,2016,Springer Link,365–376,,None,,10.1007/978-3-319-39513-5_34,http://dx.doi.org/10.1007/978-3-319-39513-5_34,,,,Springer International Publishing,1611-3349,,,Study describing digital tabletop techniques,45770.6537962963,45796.9047106481,gmfreitas,gmfreitas,Accepted,
,Comparative Study of Tangible Tabletop and Computer-Based Training Interfaces for Cognitive Rehabilitation,"Song, Kyuye and Lee, Sekwang and Pyun, Sung-Bom and Kim, Laehyun",,2016,Springer Link,414–424,,None,,10.1007/978-3-319-40238-3_40,http://dx.doi.org/10.1007/978-3-319-40238-3_40,,,,Springer International Publishing,1611-3349,,,Articles that omits the tabletop technique,45770.6537962963,45777.7704050926,gmfreitas,gmfreitas,Rejected,
,Physical Versus Digital Sticky Notes in Collaborative Ideation,"Jensen, Mads Møller and Thiel, Sarah-Kristin and Hoggan, Eve and Bødker, Susanne",Computer Supported Cooperative Work (CSCW),2018,Springer Link,609–645,27,None,,10.1007/s10606-018-9325-1,http://dx.doi.org/10.1007/s10606-018-9325-1,,,,Springer Science and Business Media LLC,1573-7551,,,The digital tabletop interface was not tangible,45770.6537962963,45796.8796875,gmfreitas,gmfreitas,Rejected,"Usa uma Microsoft Surface Hub, que é um digital whiteboard, não um tabletop"
,Towards Designing Tangible Interaction for Children with Dyslexia in Learning the Malay Language,"Jamali, Siti Nurliana and Admodisastro, Novia and Hamid, Siti Suhaila Abdul and Kamaruddin, Azrina and Ghani, Abdul Azim Abd and Hassan, Sa’adah",,2018,Springer Link,385–395,,None,,10.1007/978-3-319-72550-5_37,http://dx.doi.org/10.1007/978-3-319-72550-5_37,,,,Springer International Publishing,2194-5365,,,Articles that omits the tabletop technique,45770.6537962963,45796.877962963,gmfreitas,gmfreitas,Rejected,
,A coherent framework for simultaneous detection and spotting of the nucleus phase from the mid-air gesticulation of alphanumeric keys,"Kirupakaran, Anish Monsley and Yadav, Kuldeep Singh and Laskar, Rabul Hussain and Bhuyan, Manas Kamal",Soft Computing,2023,Springer Link,,,None,,10.1007/s00500-023-08257-y,http://dx.doi.org/10.1007/s00500-023-08257-y,,,,Springer Science and Business Media LLC,1433-7479,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5463425926,gmfreitas,gmfreitas,Rejected,
,Teaching Defence Against the Dark Arts Using Game-Based Learning: A Review of Learning Games for Cybersecurity Education,"Roepke, Rene and Schroeder, Ulrik",,2020,Springer Link,71–87,,None,,10.1007/978-3-030-58459-7_4,http://dx.doi.org/10.1007/978-3-030-58459-7_4,,,,Springer International Publishing,1865-0937,,,The digital tabletop interface was not tangible,45770.6537962963,45778.4975810185,gmfreitas,gmfreitas,Rejected,
,Using Innovative Technologies as Therapeutic and Educational Tools for Children with Autism Spectrum Disorder,"Gal, Eynat and Weiss, P. L. and Zancanaro, Massimo",,2019,Springer Link,227–246,,None,,10.1007/978-1-4939-9482-3_10,http://dx.doi.org/10.1007/978-1-4939-9482-3_10,,,,Springer New York,2199-4692,,,Articles that omits the tabletop technique,45770.6537962963,45778.4882638889,gmfreitas,gmfreitas,Rejected,
,Turn taking with turn-talk in group: Actions and reflections with children and teachers,"Gennari, Rosella and Melonio, Alessandra and Rizvi, Mehdi",Multimedia Tools and Applications,2019,Springer Link,13461–13487,78,None,,10.1007/s11042-018-7090-2,http://dx.doi.org/10.1007/s11042-018-7090-2,,,,Springer Science and Business Media LLC,1573-7721,,,The digital tabletop interface was not tangible,45770.6537962963,45777.9299537037,gmfreitas,gmfreitas,Rejected,
,M.Integrator: a maker’s tool for integrating kinetic mechanisms and sensors,"Jeong, Yunwoo and Kim, Han-Jong and Cho, Hyungjun and Nam, Tek-Jin",International Journal on Interactive Design and Manufacturing (IJIDeM),2019,Springer Link,271–283,14,None,,10.1007/s12008-019-00639-7,http://dx.doi.org/10.1007/s12008-019-00639-7,,,,Springer Science and Business Media LLC,1955-2505,,,The digital tabletop interface was not tangible,45770.6537962963,45777.9293518519,gmfreitas,gmfreitas,Rejected,
,Development of a Pervasive Game for ADHD Children,"Gallardo, Jesús and López, Carmelo and Aguelo, Antonio and Cebrián, Belén and Coma, Teresa and Cerezo, Eva",,2019,Springer Link,526–531,,None,,10.1007/978-3-030-06134-0_56,http://dx.doi.org/10.1007/978-3-030-06134-0_56,,,,Springer International Publishing,1867-822X,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45796.8433217593,gmfreitas,gmfreitas,Accepted,
,Designing a Collaborative Problem Solving Task in the Context of Urban Planning,"Schwartz, Lou and Ras, Eric and Anastasiou, Dimitra and Latour, Thibaud and Maquil, Valérie",,2018,Springer Link,223–234,,None,,10.1007/978-3-319-97807-9_17,http://dx.doi.org/10.1007/978-3-319-97807-9_17,,,,Springer International Publishing,1865-0937,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45796.8829513889,gmfreitas,gmfreitas,Accepted,
,A model of gameful design for learning using interactive tabletops: enactment and evaluation in the socio-emotional education classroom,"Ioannou, Andri",Educational Technology Research and Development,2018,Springer Link,277–302,67,None,,10.1007/s11423-018-9610-1,http://dx.doi.org/10.1007/s11423-018-9610-1,,,,Springer Science and Business Media LLC,1556-6501,,,Articles that omits the tabletop technique,45770.6537962963,45777.9066666667,gmfreitas,gmfreitas,Rejected,
,Towards a framework for geospatial tangible user interfaces in collaborative urban planning,"Maquil, Valérie and Leopold, Ulrich and De Sousa, Luís Moreira and Schwartz, Lou and Tobias, Eric",Journal of Geographical Systems,2018,Springer Link,185–206,20,None,,10.1007/s10109-018-0265-6,http://dx.doi.org/10.1007/s10109-018-0265-6,,,,Springer Science and Business Media LLC,1435-5949,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45796.857650463,gmfreitas,gmfreitas,Accepted,
,Technology for Social Change in school contexts: A new landscape for K-12 educational technology research,"Antoniou, Chrystalla G. and Ioannou, Andri",Education and Information Technologies,2018,Springer Link,2363–2378,23,None,,10.1007/s10639-018-9721-7,http://dx.doi.org/10.1007/s10639-018-9721-7,,,,Springer Science and Business Media LLC,1573-7608,,,The digital tabletop interface was not tangible,45770.6537962963,45777.9032060185,gmfreitas,gmfreitas,Rejected,
,Special issue on exploring new Natural User Experiences,"García-Peñalvo, Francisco J. and Moreno, Lourdes",Universal Access in the Information Society,2017,Springer Link,1–2,18,None,,10.1007/s10209-017-0578-0,http://dx.doi.org/10.1007/s10209-017-0578-0,,,,Springer Science and Business Media LLC,1615-5297,,,The digital tabletop interface was not tangible,45770.6537962963,45777.8799537037,gmfreitas,gmfreitas,Rejected,
,Tackling developmental delays with therapeutic activities based on tangible tabletops,"Bonillo, Clara and Baldassarri, Sandra and Marco, Javier and Cerezo, Eva",Universal Access in the Information Society,2017,Springer Link,31–47,18,None,,10.1007/s10209-017-0582-4,http://dx.doi.org/10.1007/s10209-017-0582-4,,,,Springer Science and Business Media LLC,1615-5297,,,The digital tabletop interface was not tangible,45770.6537962963,45777.8792939815,gmfreitas,gmfreitas,Rejected,"Display vertical
"
,"Designing an Arts-Based, Collaborative Mystery Game to Improve Players’ Motivation and Confidence as Storytellers","Downie, Simone",,2021,Springer Link,515–520,,None,,10.1007/978-3-030-89394-1_47,http://dx.doi.org/10.1007/978-3-030-89394-1_47,,,,Springer International Publishing,1611-3349,,,The digital tabletop interface was not tangible,45770.6537962963,45778.518287037,gmfreitas,gmfreitas,Rejected,Menciona um tabletop simulator like
,Selfie fundus imaging for diabetic retinopathy screening,"Kumari, Somya and Venkatesh, Pradeep and Tandon, Nikhil and Chawla, Rohan and Takkar, Brijesh and Kumar, Atul",Eye,2021,Springer Link,1988–1993,36,None,,10.1038/s41433-021-01804-7,http://dx.doi.org/10.1038/s41433-021-01804-7,,,,Springer Science and Business Media LLC,1476-5454,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5173032407,gmfreitas,gmfreitas,Rejected,Menciona uma câmera digital de mesa (Digital tabletop camera)
,A Glasses-Based Holographic Tabletop for Collaborative Monitoring of Aerial Missions,"Sikorski, Bogdan and Leoncini, Paolo and Luongo, Carlo",,2020,Springer Link,343–360,,None,,10.1007/978-3-030-58465-8_26,http://dx.doi.org/10.1007/978-3-030-58465-8_26,,,,Springer International Publishing,1611-3349,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45796.8190162037,gmfreitas,gmfreitas,Accepted,
,Assessment of Collaboration and Feedback on Gesture Performance,"Anastasiou, Dimitra and Ras, Eric and Fal, Mehmetcan",,2019,Springer Link,219–232,,None,,10.1007/978-3-030-25264-9_14,http://dx.doi.org/10.1007/978-3-030-25264-9_14,,,,Springer International Publishing,1865-0937,,,Articles that omits the tabletop technique,45770.6537962963,45778.4868518519,gmfreitas,gmfreitas,Rejected,
,The Latest Technologies for Mobile Learning,"Ching, Larry Ka-wai",,2020,Springer Link,89–108,,None,,10.1007/978-981-15-6591-5_7,http://dx.doi.org/10.1007/978-981-15-6591-5_7,,,,Springer Nature Singapore,2211-4882,,,The digital tabletop interface was not tangible,45770.6537962963,45777.943900463,gmfreitas,gmfreitas,Rejected,mobile
,MR Environments Constructed for a Large Indoor Physical Space,"Xing, Huan and Yang, Chenglei and Bao, Xiyu and Li, Sheng and Gai, Wei and Qi, Meng and Liu, Juan and Shi, Yuliang and De Melo, Gerard and Zhang, Fan and Meng, Xiangxu",,2020,Springer Link,132–144,,None,,10.1007/978-3-030-61864-3_12,http://dx.doi.org/10.1007/978-3-030-61864-3_12,,,,Springer International Publishing,1611-3349,,,The digital tabletop interface was not tangible,45770.6537962963,45777.9437731481,gmfreitas,gmfreitas,Rejected,
,"Smart home design flexibility as an enabler of sustainability and the reception in Sulaiymaniah, Kurdistan Region-Iraq","Radha, Raz Kamaran",Journal of Building Pathology and Rehabilitation,2020,Springer Link,,5,None,,10.1007/s41024-020-00094-y,http://dx.doi.org/10.1007/s41024-020-00094-y,,,,Springer Science and Business Media LLC,2365-3167,,,The digital tabletop interface was not tangible,45770.6537962963,45777.9415162037,gmfreitas,gmfreitas,Rejected,
,Designing a Smart Toy Interactive Setting for Creating Stories: From Free Play to Story Structure and Reflection Support,"ter Stal, Silke and Catala, Alejandro and Theune, Mariët and Reidsma, Dennis",,2020,Springer Link,601–610,,None,,10.1007/978-3-030-53294-9_44,http://dx.doi.org/10.1007/978-3-030-53294-9_44,,,,Springer International Publishing,1867-822X,,,The digital tabletop interface was not tangible,45770.6537962963,45777.9413078704,gmfreitas,gmfreitas,Rejected,
,Enhancing Communication and Awareness in Asymmetric Games,"Bortolaso, Christophe and Bourdiol, Jérémy and Graham, T. C. Nicholas",,2019,Springer Link,250–262,,None,,10.1007/978-3-030-34644-7_20,http://dx.doi.org/10.1007/978-3-030-34644-7_20,,,,Springer International Publishing,1611-3349,,,Articles that omits the tabletop technique,45770.6537962963,45777.9269560185,gmfreitas,gmfreitas,Rejected,
,Highlighting tools and technologies for collaborative learning,"Rosé, Carolyn P. and Law, Nancy and Cress, Ulrike and Ludvigsen, Sten",International Journal of Computer-Supported Collaborative Learning,2019,Springer Link,1–6,14,None,,10.1007/s11412-019-09297-z,http://dx.doi.org/10.1007/s11412-019-09297-z,,,,Springer Science and Business Media LLC,1556-1615,,,Articles that omits the tabletop technique,45770.6537962963,45777.9261226852,gmfreitas,gmfreitas,Rejected,
,Putting the Framework to Operation: Enabling Organizational Development Through Learning,"Oppl, Stefan and Stary, Christian",,2019,Springer Link,287–323,,None,,10.1007/978-3-030-12259-1_7,http://dx.doi.org/10.1007/978-3-030-12259-1_7,,,,Springer International Publishing,,,,Articles that omits the tabletop technique,45770.6537962963,45777.9259375,gmfreitas,gmfreitas,Rejected,
,Side-by-Side Human–Computer Design Using a Tangible User Interface,"Law, Matthew V. and Dhawan, Nikhil and Bang, Hyunseung and Yoon, So-Yeon and Selva, Daniel and Hoffman, Guy",,2019,Springer Link,155–173,,None,,10.1007/978-3-030-05363-5_9,http://dx.doi.org/10.1007/978-3-030-05363-5_9,,,,Springer International Publishing,,,,Study describing digital tabletop techniques,45770.6537962963,45796.7941319444,gmfreitas,gmfreitas,Accepted,
,The Role of Gesture in Social Telepresence Robots—A Scenario of Distant Collaborative Problem-Solving,"Anastasiou, Dimitra and Stahl, Christoph and Latour, Thibaud",,2019,Springer Link,61–83,,None,,10.1007/978-3-030-17107-0_4,http://dx.doi.org/10.1007/978-3-030-17107-0_4,,,,Springer International Publishing,2524-4477,,,Articles that omits the tabletop technique,45770.6537962963,45777.9231481482,gmfreitas,gmfreitas,Rejected,
,Study on generic tangible objects used to collaborate remotely on RFID tabletops,"Bouabid, Amira and Lepreux, Sophie and Kolski, Christophe",Journal on Multimodal User Interfaces,2018,Springer Link,161–180,12,None,,10.1007/s12193-018-0262-6,http://dx.doi.org/10.1007/s12193-018-0262-6,,,,Springer Science and Business Media LLC,1783-8738,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45797.476712963,gmfreitas,gmfreitas,Accepted,TangiSense
,A Systematic Review on Digital Technology for Enhancing User Experience in Museums,"Mohd Noor Shah, Nurul Fathihin and Ghazali, Masitah",,2018,Springer Link,35–46,,None,,10.1007/978-981-13-1628-9_4,http://dx.doi.org/10.1007/978-981-13-1628-9_4,,,,Springer Singapore,1865-0937,,,Articles that omits the tabletop technique,45770.6537962963,45777.8991550926,gmfreitas,gmfreitas,Rejected,
,Designing Technology for Shared Communication and Awareness in Wilderness Search and Rescue,"Jones, Brennan and Tang, Anthony and Neustaedter, Carman and Antle, Alissa N. and McLaren, Elgin-Skye",,2020,Springer Link,175–194,,None,,10.1007/978-3-030-45289-6_9,http://dx.doi.org/10.1007/978-3-030-45289-6_9,,,,Springer International Publishing,2524-4477,,,Interfaces with only mouse/keyboard interaction,45770.6537962963,45796.6931597222,gmfreitas,gmfreitas,Rejected,A mesa não possui nenhuma forma de detectar interação direta.
,Instruction Pictograms for Interactive Entertainment,"Kobayashi, Kei and Hoshino, Junichi",,2021,Springer Link,209–222,,None,,10.1007/978-3-030-89394-1_16,http://dx.doi.org/10.1007/978-3-030-89394-1_16,,,,Springer International Publishing,1611-3349,,,Duplicate papers,45770.6537962963,45796.6847222222,gmfreitas,gmfreitas,Duplicated,
,Many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities,"Nasir, Jauwairia and Kothiyal, Aditi and Bruno, Barbara and Dillenbourg, Pierre",International Journal of Computer-Supported Collaborative Learning,2021,Springer Link,485–523,16,None,,10.1007/s11412-021-09358-2,http://dx.doi.org/10.1007/s11412-021-09358-2,,,,Springer Science and Business Media LLC,1556-1615,,,Articles that omits the tabletop technique,45770.6537962963,45796.6768865741,gmfreitas,gmfreitas,Rejected,
,A Participative Framework Covering Urban Planning Process with A Parametric Approach,"Daher, Elie and Kubicki, Sylvain",,2020,Springer Link,1239–1251,,None,,10.1007/978-3-030-51295-8_87,http://dx.doi.org/10.1007/978-3-030-51295-8_87,,,,Springer International Publishing,2366-2565,,,Articles that omits the tabletop technique,45770.6537962963,45796.665625,gmfreitas,gmfreitas,Rejected,
,Intergenerational Playful Experiences Based on Digital Games for Interactive Spaces,"Bacca, Felipe and Cerezo, Eva and Gil, Rosa and Aguelo, Antonio and Blasco, Ana Cristina and Coma, Teresa and Garrido, Maria Angeles",,2021,Springer Link,101–119,,None,,10.1007/978-3-030-78448-5_8,http://dx.doi.org/10.1007/978-3-030-78448-5_8,,,,Springer International Publishing,1867-822X,,,Articles that omits the tabletop technique,45770.6537962963,45779.835150463,gmfreitas,gmfreitas,Rejected,
,Occupational Therapy Interventions Using New Technologies in Children and Adolescents with Autism Spectrum Disorder: A Scoping Review,"Domínguez-Lucio, S. and Compañ-Gabucio, L. M. and Torres-Collado, L. and de la Hera, M. García",Journal of Autism and Developmental Disorders,2022,Springer Link,332–358,53,None,,10.1007/s10803-022-05431-3,http://dx.doi.org/10.1007/s10803-022-05431-3,,,,Springer Science and Business Media LLC,1573-3432,,,Articles that omits the tabletop technique,45770.6537962963,45778.5294444444,gmfreitas,gmfreitas,Rejected,
,Agile Software Tools in the Field: The Need for a Tool Reflection Process,"Mordi, Azuka",,2021,Springer Link,55–89,,None,,10.1007/978-3-030-73994-2_4,http://dx.doi.org/10.1007/978-3-030-73994-2_4,,,,Springer International Publishing,,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5149884259,gmfreitas,gmfreitas,Rejected,
,Exploring Current Board Games’ Accessibility Efforts for Persons with Visual Impairment,"Da Rocha Tomé Filho, Frederico and Kapralos, Bill and Mirza-Babaei, Pejman",,2021,Springer Link,487–501,,None,,10.1007/978-3-030-59608-8_26,http://dx.doi.org/10.1007/978-3-030-59608-8_26,,,,Springer International Publishing,1868-4408,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5141666667,gmfreitas,gmfreitas,Rejected,É sobre tabletop games analógicos
